symbol,tf,macd,adx_thr,vol_lb,tgt_vol,IS_Sharpe,IS_MaxDD,IS_Trades,OOS_Sharpe,OOS_MaxDD,OOS_Trades
SOL-USD,1h,8/24/9,30,30,0.02,0.0,-27.54630195141674,371,0.0,-8.334019842932417,162
SOL-USD,1h,8/26/9,30,20,0.015,0.0,-22.818953174290336,371,0.0,-8.231570595053627,155
SOL-USD,1h,8/26/9,30,20,0.02,0.0,-25.11236120855206,371,0.0,-7.9400887555094,155
SOL-USD,1h,8/26/9,30,30,0.015,0.0,-23.51282047969917,371,0.0,-7.948783520939074,155
SOL-USD,1h,8/26/9,30,30,0.02,0.0,-25.453596645904362,371,0.0,-7.93973387876351,155
SOL-USD,1h,12/24/9,20,20,0.015,0.0,-30.711132563598408,603,0.0,-5.467071929800427,261
SOL-USD,1h,12/24/9,20,20,0.02,0.0,-32.45431473635073,603,0.0,-5.467182720613895,261
SOL-USD,1h,12/24/9,20,30,0.015,0.0,-31.418249831508817,603,0.0,-5.467136318645627,261
SOL-USD,1h,12/24/9,20,30,0.02,0.0,-32.66820646135322,603,0.0,-5.467106378216857,261
SOL-USD,1h,12/24/9,25,20,0.015,0.0,-26.742608257394263,448,0.0,-6.309429896873664,206
SOL-USD,1h,12/24/9,25,20,0.02,0.0,-28.53281756204157,448,0.0,-6.184360466713546,206
SOL-USD,1h,12/24/9,25,30,0.015,0.0,-27.631675981020308,448,0.0,-6.1478232018655765,206
SOL-USD,1h,12/24/9,25,30,0.02,0.0,-28.82494091673283,448,0.0,-6.257824029562675,206
SOL-USD,1h,12/24/9,30,20,0.015,0.0,-20.43566507357115,309,0.0,-10.170953718622677,143
SOL-USD,1h,12/24/9,30,20,0.02,0.0,-22.635323233063954,309,0.0,-9.889963976978965,143
SOL-USD,1h,12/24/9,30,30,0.015,0.0,-21.356474796478764,309,0.0,-9.889996609773622,143
SOL-USD,1h,12/24/9,30,30,0.02,0.0,-23.281533223871186,309,0.0,-9.890078552982528,143
SOL-USD,1h,12/26/9,20,20,0.015,0.0,-31.16458122213064,591,0.0,-5.861444804598559,257
SOL-USD,1h,12/26/9,20,20,0.02,0.0,-32.8803429636695,591,0.0,-5.861201081967082,257
SOL-USD,1h,12/26/9,20,30,0.015,0.0,-31.88859211729126,591,0.0,-5.861347888346902,257
SOL-USD,1h,12/26/9,20,30,0.02,0.0,-33.10543751860857,591,0.0,-5.861124241593963,257
SOL-USD,1h,12/26/9,25,20,0.015,0.0,-27.87214536116649,444,0.0,-6.995745754156069,203
SOL-USD,1h,12/26/9,25,20,0.02,0.0,-29.442759882366587,444,0.0,-6.834339441689307,203
SOL-USD,1h,12/26/9,25,30,0.015,0.0,-28.7699413190615,444,0.0,-6.879147945029695,203
SOL-USD,1h,12/26/9,25,30,0.02,0.0,-29.791349379644927,444,0.0,-6.905884039343702,203
SOL-USD,1h,12/26/9,30,20,0.015,0.0,-23.256704551087694,308,0.0,-10.044464069783732,141
SOL-USD,1h,12/26/9,30,20,0.02,0.0,-25.41299755886254,308,0.0,-9.698270404110609,141
SOL-USD,1h,12/26/9,30,30,0.015,0.0,-24.12149536152234,308,0.0,-9.809952987852677,141
SOL-USD,1h,12/26/9,30,30,0.02,0.0,-26.043061023945114,308,0.0,-9.698104779235106,141
SOL-USD,4h,8/24/9,25,20,0.015,0.0,-14.080962990735513,148,0.0,-6.523731937157484,49
SOL-USD,4h,8/24/9,25,20,0.02,0.0,-16.952830793276842,148,0.0,-6.419303800525578,49
SOL-USD,4h,8/24/9,25,30,0.015,0.0,-13.301642235838795,148,0.0,-6.265513644862287,49
SOL-USD,4h,8/24/9,25,30,0.02,0.0,-16.24472160530609,148,0.0,-6.271119847692363,49
SOL-USD,4h,8/24/9,30,20,0.015,0.16730172793307613,-7.922985392187787,105,0.0,-4.184314447036042,36
SOL-USD,4h,8/24/9,30,20,0.02,0.11723356650388599,-8.532193744553929,105,0.0,-4.26148272360154,36
SOL-USD,4h,8/24/9,30,30,0.015,0.09476452142834751,-7.691290418505103,105,0.0,-4.201653165467468,36
SOL-USD,4h,8/24/9,30,30,0.02,0.06497826595782985,-8.582595163902552,105,0.0,-4.277337037416185,36
SOL-USD,4h,8/26/9,20,20,0.02,0.0,-12.239537579092596,192,0.0,-3.9720463791830363,67
SOL-USD,4h,8/26/9,20,30,0.02,0.0,-11.79955876248412,192,0.0,-4.144612067149966,67
SOL-USD,4h,8/26/9,25,20,0.015,0.0,-14.486305289553824,150,0.0,-6.489950889887952,51
SOL-USD,4h,8/26/9,25,20,0.02,0.0,-17.91636967603123,150,0.0,-6.595615464529169,51
SOL-USD,4h,8/26/9,25,30,0.015,0.0,-13.942073568210034,150,0.0,-6.284945021974897,51
SOL-USD,4h,8/26/9,25,30,0.02,0.0,-17.521184233314614,150,0.0,-6.681132000697698,51
SOL-USD,4h,8/26/9,30,20,0.015,0.0,-8.244101588570707,107,0.0,-4.113471424003457,38
SOL-USD,4h,8/26/9,30,20,0.02,0.0,-8.891664010698076,107,0.0,-4.780191339735829,38
SOL-USD,4h,8/26/9,30,30,0.015,0.0,-8.007501390333239,107,0.0,-4.324507528919241,38
SOL-USD,4h,8/26/9,30,30,0.02,0.0,-8.94242775680315,107,0.0,-5.132679924691175,38
SOL-USD,4h,12/24/9,25,20,0.015,0.0,-18.222409184067455,146,0.0,-5.575696982952028,40
SOL-USD,4h,12/24/9,25,20,0.02,0.0,-21.109889722562023,146,0.0,-5.4814270745616405,40
SOL-USD,4h,12/24/9,25,30,0.015,0.0,-17.451210561021924,146,0.0,-5.4016304369499775,40
SOL-USD,4h,12/24/9,25,30,0.02,0.0,-20.673277033873816,146,0.0,-5.426515907107232,40
SOL-USD,4h,12/26/9,20,20,0.015,0.0,-14.027319101725432,168,0.0,-3.996115312635462,59
SOL-USD,4h,12/26/9,20,20,0.02,0.0,-16.456979078310617,168,0.0,-4.640626688622795,59
SOL-USD,4h,12/26/9,20,30,0.02,0.0,-15.793556400296627,168,0.0,-4.704891269139555,59
SOL-USD,4h,12/26/9,25,20,0.015,0.0,-18.668829537844587,140,0.0,-5.754194627522247,43
SOL-USD,4h,12/26/9,25,20,0.02,0.0,-21.748289839139158,140,0.0,-5.886706746666082,43
SOL-USD,4h,12/26/9,25,30,0.015,0.0,-18.050073266068978,140,0.0,-5.759602442585132,43
SOL-USD,4h,12/26/9,25,30,0.02,0.0,-21.43164611338646,140,0.0,-6.228022989321613,43
